1, 1, 1
2, 2, 1
3, 1, 1
4, 1, 2
5, 1, 1
6, 2, 1
7, 1, 1
8, 1, 1
9, 2, 1
10, 1, 2
11, 2, 2
12, 1, 3
13, 1, 1
14, 2, 2
15, 1, 1
16, 1, 3
17, 1, 3
18, 2, 2
19, 2, 2
20, 1, 3
21, 1, 3
22, 2, 3
23, 1, 2
24, 2, 3
25, 2, 3
26, 1, 4
27, 1, 3
28, 1, 2
29, 1, 3
30, 1, 2
31, 3, 4
32, 1, 4
33, 2, 4
34, 1, 3
35, 3, 4
36, 1, 4
37, 2, 4
38, 2, 4
39, 2, 4
40, 3, 4
41, 1, 6
42, 1, 4
43, 2, 5
44, 1, 5
45, 2, 5
46, 1, 4
47, 1, 5
48, 2, 5
49, 1, 6
50, 2, 5
51, 2, 1
52, 1, 1
53, 1, 1
54, 2, 1
55, 2, 2
56, 1, 1
57, 2, 2
58, 2, 2
59, 2, 1
60, 2, 1
61, 2, 3
62, 2, 3
63, 2, 3
64, 2, 1
65, 2, 3
66, 1, 2
67, 1, 2
68, 3, 2
69, 3, 2
70, 1, 2
71, 1, 3
72, 1, 3
73, 3, 3
74, 3, 3
75, 2, 4
76, 2, 2
77, 2, 4
78, 2, 2
79, 2, 4
80, 2, 2
81, 2, 3
82, 1, 4
83, 3, 4
84, 1, 4
85, 3, 4
86, 3, 4
87, 3, 4
88, 1, 4
89, 3, 4
90, 1, 4
91, 2, 4
92, 2, 4
93, 2, 6
94, 3, 5
95, 1, 5
96, 3, 5
97, 2, 6
98, 3, 5
99, 1, 5
100, 3, 5
101, 3, 1
102, 2, 1
103, 3, 2
104, 3, 2
105, 4, 1
106, 3, 2
107, 3, 2
108, 4, 1
109, 3, 1
110, 3, 2
111, 3, 3
112, 3, 1
113, 3, 3
114, 2, 2
115, 4, 2
116, 2, 2
117, 4, 2
118, 2, 2
119, 3, 1
120, 2, 2
121, 4, 3
122, 2, 3
123, 3, 2
124, 2, 3
125, 3, 4
126, 4, 3
127, 2, 3
128, 2, 3
129, 4, 3
130, 3, 4
131, 2, 4
132, 3, 4
133, 2, 4
134, 4, 4
135, 4, 4
136, 4, 4
137, 3, 4
138, 2, 4
139, 4, 4
140, 2, 4
141, 4, 5
142, 3, 6
143, 3, 6
144, 4, 5
145, 3, 4
146, 2, 5
147, 3, 4
148, 2, 5
149, 4, 5
150, 2, 5
151, 4, 2
152, 4, 2
153, 4, 2
154, 3, 1
155, 4, 2
156, 4, 2
157, 3, 1
158, 3, 1
159, 3, 1
160, 4, 1
161, 3, 2
162, 4, 1
163, 3, 2
164, 4, 1
165, 4, 1
166, 3, 2
167, 4, 3
168, 4, 3
169, 4, 1
170, 3, 2
171, 3, 3
172, 4, 4
173, 4, 2
174, 3, 3
175, 3, 3
176, 4, 2
177, 3, 3
178, 4, 4
179, 4, 2
180, 4, 4
181, 3, 4
182, 3, 4
183, 3, 4
184, 3, 4
185, 3, 4
186, 3, 4
187, 4, 3
188, 3, 4
189, 3, 4
190, 4, 3
191, 4, 4
192, 4, 6
193, 4, 4
194, 3, 5
195, 3, 5
196, 4, 6
197, 4, 4
198, 4, 4
199, 3, 5
200, 4, 4
201, 5, 1
202, 5, 1
203, 5, 1
204, 5, 2
205, 5, 2
206, 4, 1
207, 5, 1
208, 5, 1
209, 4, 1
210, 4, 1
211, 4, 2
212, 4, 2
213, 5, 1
214, 6, 2
215, 6, 2
216, 4, 2
217, 6, 2
218, 4, 2
219, 5, 3
220, 5, 3
221, 4, 3
222, 5, 4
223, 5, 4
224, 5, 4
225, 4, 3
226, 5, 4
227, 5, 2
228, 4, 3
229, 5, 2
230, 4, 3
231, 4, 4
232, 3, 4
233, 3, 4
234, 5, 3
235, 6, 4
236, 4, 4
237, 3, 4
238, 5, 3
239, 6, 4
240, 5, 3
241, 4, 5
242, 4, 5
243, 5, 4
244, 5, 6
245, 5, 4
246, 4, 5
247, 5, 6
248, 5, 6
249, 5, 4
250, 6, 5
1, 1, 1
2, 3, 1
3, 1, 1
4, 1, 2
5, 1, 1
6, 1, 1
7, 1, 1
8, 1, 1
9, 3, 1
10, 2, 2
11, 2, 3
12, 1, 3
13, 1, 1
14, 1, 2
15, 1, 1
16, 1, 2
17, 2, 3
18, 2, 3
19, 2, 3
20, 1, 3
21, 1, 3
22, 1, 3
23, 1, 3
24, 3, 3
25, 3, 3
26, 3, 4
27, 2, 3
28, 2, 2
29, 1, 3
30, 2, 2
31, 3, 3
32, 2, 4
33, 3, 4
34, 1, 3
35, 3, 4
36, 1, 4
37, 3, 4
38, 2, 3
39, 2, 3
40, 3, 3
41, 1, 6
42, 2, 4
43, 1, 5
44, 1, 6
45, 1, 5
46, 1, 3
47, 1, 5
48, 2, 4
49, 1, 6
50, 2, 4
51, 3, 1
52, 1, 1
53, 1, 2
54, 3, 1
